speed,survived,airbag,seatbelt,frontal,sex,ageOcc,yearAcc,yearVeh,airbagDeployed,roleOcc,injSeverity
10-24,alive,unavail,belted,no,F,16,1998,1990,unavail,pass,3
10-24,alive,unavail,not belted,yes,F,35,1998,1982,unavail,pass,3
40-54,alive,unavail,not belted,yes,F,29,1998,1979,unavail,driver,2
10-24,alive,avail,belted,yes,M,73,1998,1993,deploy,driver,0
10-24,alive,unavail,belted,no,M,47,1998,1984,unavail,driver,1
10-24,alive,avail,belted,yes,M,67,1998,1998,nodeploy,driver,1
25-39,alive,avail,belted,yes,M,24,1998,1996,nodeploy,driver,0
10-24,alive,unavail,not belted,yes,F,47,1998,1986,unavail,driver,3
10-24,dead,unavail,belted,no,F,69,1998,1987,unavail,driver,3
10-24,alive,avail,belted,yes,F,51,1998,1995,deploy,driver,2
10-24,alive,avail,belted,yes,F,36,1998,1995,deploy,pass,2
55+,alive,unavail,belted,no,F,20,1998,1990,unavail,driver,3
1-9km/h,alive,unavail,belted,no,M,28,1998,1990,unavail,driver,0
55+,alive,avail,not belted,yes,M,22,1998,1997,deploy,driver,3
55+,alive,avail,not belted,yes,M,20,1998,1997,deploy,pass,2
55+,dead,unavail,not belted,no,F,85,1998,1985,unavail,driver,4
25-39,alive,avail,belted,no,F,30,1998,1993,nodeploy,driver,2
25-39,alive,avail,belted,no,M,33,1998,1993,nodeploy,pass,2
10-24,alive,unavail,belted,yes,M,34,1998,1993,unavail,driver,2
25-39,alive,unavail,not belted,yes,M,44,1998,1991,unavail,driver,3
25-39,alive,unavail,not belted,yes,M,59,1998,1991,unavail,driver,3
25-39,alive,unavail,not belted,yes,F,67,1998,1991,unavail,pass,3
25-39,alive,unavail,not belted,yes,F,32,1998,1986,unavail,driver,3
40-54,alive,unavail,not belted,yes,F,36,1998,1986,unavail,driver,3
25-39,alive,unavail,belted,yes,M,17,1998,1990,unavail,driver,3
25-39,alive,unavail,not belted,yes,M,24,1998,1990,unavail,driver,3
10-24,alive,unavail,belted,yes,F,59,1998,1987,unavail,driver,1
10-24,alive,avail,belted,no,M,34,1998,1995,nodeploy,driver,1
10-24,alive,avail,belted,yes,F,22,1998,1994,deploy,driver,2
25-39,alive,avail,not belted,yes,F,38,1998,1998,deploy,driver,3
55+,alive,unavail,not belted,yes,M,35,1998,1983,unavail,driver,3
10-24,alive,unavail,belted,yes,M,31,1998,1993,unavail,driver,0
10-24,alive,unavail,not belted,no,M,57,1998,1981,unavail,driver,3
10-24,alive,avail,belted,no,F,21,1998,1996,nodeploy,driver,0
10-24,alive,unavail,not belted,yes,M,53,1998,1988,unavail,driver,0
10-24,alive,unavail,not belted,yes,F,50,1998,1988,unavail,pass,0
25-39,alive,unavail,not belted,no,M,22,1998,1976,unavail,driver,2
25-39,dead,unavail,not belted,no,M,46,1998,1976,unavail,pass,4
40-54,alive,unavail,not belted,yes,F,31,1998,1987,unavail,driver,3
10-24,alive,unavail,belted,no,F,17,1998,1984,unavail,driver,1
10-24,alive,avail,belted,yes,F,30,1998,1994,nodeploy,driver,1
10-24,alive,avail,belted,yes,F,73,1998,1990,deploy,driver,1
1-9km/h,alive,avail,belted,no,F,55,1998,1998,nodeploy,driver,3
40-54,alive,avail,not belted,yes,M,50,1998,1997,deploy,driver,3
55+,alive,unavail,not belted,yes,M,32,1998,1984,unavail,driver,3
25-39,alive,unavail,belted,yes,M,35,1998,1984,unavail,driver,3
25-39,alive,unavail,belted,yes,F,37,1998,1984,unavail,pass,3
25-39,alive,unavail,belted,yes,M,21,1998,1990,unavail,driver,2
25-39,alive,unavail,belted,no,F,35,1998,1990,unavail,driver,0
10-24,alive,avail,belted,no,M,21,1998,1996,nodeploy,driver,3
10-24,alive,avail,not belted,no,F,25,1998,1996,nodeploy,pass,0
10-24,alive,unavail,not belted,yes,M,43,1998,1980,unavail,driver,0
25-39,alive,unavail,belted,no,F,69,1998,1991,unavail,driver,3
25-39,alive,unavail,belted,no,M,25,1998,1991,unavail,pass,1
10-24,alive,unavail,belted,yes,M,18,1998,1987,unavail,driver,0
10-24,alive,unavail,belted,yes,F,17,1998,1987,unavail,pass,2
25-39,alive,avail,belted,yes,F,22,1998,1990,deploy,driver,2
40-54,alive,unavail,belted,no,M,31,1998,1992,unavail,driver,2
40-54,alive,unavail,belted,no,F,30,1998,1992,unavail,pass,2
1-9km/h,alive,avail,belted,no,M,51,1998,1997,nodeploy,driver,3
25-39,alive,unavail,not belted,yes,M,39,1998,1978,unavail,driver,2
25-39,alive,unavail,not belted,no,F,21,1998,1989,unavail,driver,3
25-39,alive,unavail,not belted,no,M,20,1998,1989,unavail,pass,3
10-24,alive,avail,belted,yes,M,30,1998,1993,deploy,driver,3
10-24,alive,avail,belted,yes,F,37,1998,1993,deploy,pass,3
10-24,alive,unavail,not belted,yes,M,28,1998,1992,unavail,driver,3
25-39,dead,unavail,belted,yes,M,88,1998,1990,unavail,driver,4
25-39,alive,unavail,belted,yes,F,80,1998,1990,unavail,pass,3
25-39,alive,avail,not belted,yes,M,35,1998,1993,deploy,driver,1
25-39,alive,unavail,not belted,no,M,82,1998,1978,unavail,driver,3
25-39,alive,avail,belted,yes,F,43,1998,1994,deploy,driver,2
25-39,alive,unavail,belted,yes,M,35,1998,1987,unavail,driver,3
25-39,alive,unavail,belted,yes,F,30,1998,1987,unavail,pass,3
40-54,alive,unavail,not belted,yes,M,22,1998,1990,unavail,driver,2
10-24,alive,avail,belted,yes,F,38,1998,1993,deploy,driver,1
10-24,alive,avail,belted,no,F,54,1998,1994,nodeploy,driver,3
10-24,alive,avail,belted,yes,F,19,1998,1998,deploy,driver,0
10-24,alive,unavail,belted,no,M,37,1998,1993,unavail,driver,0
25-39,alive,avail,belted,yes,M,23,1998,1998,deploy,driver,2
25-39,alive,avail,not belted,yes,F,20,1998,1998,deploy,pass,3
40-54,alive,unavail,not belted,yes,M,41,1998,1984,unavail,driver,3
55+,alive,unavail,belted,yes,F,17,1998,1992,unavail,driver,3
10-24,alive,unavail,not belted,yes,F,40,1998,1989,unavail,driver,3
10-24,alive,unavail,belted,yes,M,16,1998,1992,unavail,driver,2
10-24,alive,unavail,belted,no,M,35,1998,1981,unavail,driver,0
10-24,alive,unavail,belted,no,F,41,1998,1981,unavail,pass,2
10-24,alive,avail,not belted,yes,M,43,1998,1995,deploy,driver,0
10-24,alive,avail,not belted,yes,F,41,1998,1995,deploy,pass,2
10-24,dead,unavail,not belted,no,M,31,1998,1995,unavail,driver,4
10-24,alive,unavail,not belted,yes,F,42,1998,1988,unavail,driver,3
10-24,alive,avail,not belted,yes,M,18,1998,1998,deploy,driver,1
10-24,alive,avail,belted,yes,M,22,1998,1998,deploy,pass,3
40-54,alive,avail,belted,no,M,25,1998,1997,nodeploy,driver,3
25-39,alive,avail,not belted,yes,M,57,1998,1998,deploy,driver,2
25-39,alive,avail,belted,yes,F,64,1998,1995,deploy,driver,3
10-24,alive,unavail,belted,yes,F,17,1998,1986,unavail,driver,1
10-24,alive,unavail,not belted,yes,F,17,1998,1986,unavail,pass,1
25-39,alive,avail,belted,yes,M,19,1998,1992,deploy,driver,2
25-39,alive,avail,belted,no,F,25,1998,1998,nodeploy,driver,3
10-24,alive,unavail,belted,yes,F,82,1998,1984,unavail,driver,0
10-24,alive,avail,belted,no,F,46,1998,1995,nodeploy,driver,2
25-39,alive,avail,not belted,yes,M,87,1998,1992,deploy,driver,1
40-54,alive,unavail,belted,no,F,21,1998,1991,unavail,driver,1
10-24,alive,avail,belted,no,F,42,1998,1996,deploy,driver,1
10-24,alive,avail,not belted,no,F,30,1998,1995,deploy,driver,1
55+,alive,unavail,not belted,yes,M,26,1998,1989,unavail,driver,3
10-24,alive,unavail,not belted,no,F,23,1998,1988,unavail,driver,3
10-24,alive,unavail,not belted,no,F,25,1998,1988,unavail,pass,3
25-39,alive,unavail,belted,yes,M,85,1998,1988,unavail,driver,2
10-24,alive,avail,belted,no,M,43,1998,1997,deploy,driver,1
10-24,alive,avail,belted,yes,F,82,1998,1995,nodeploy,driver,1
40-54,alive,avail,not belted,yes,M,31,1998,1996,deploy,driver,3
40-54,alive,avail,belted,yes,M,25,1998,1997,deploy,driver,2
40-54,alive,unavail,not belted,yes,M,28,1998,1979,unavail,driver,3
40-54,alive,unavail,not belted,yes,M,36,1998,1979,unavail,pass,3
10-24,alive,avail,belted,no,F,86,1998,1992,nodeploy,driver,3
10-24,alive,avail,not belted,yes,F,26,1998,1994,deploy,driver,3
25-39,alive,unavail,belted,no,M,55,1998,1993,unavail,driver,3
10-24,alive,unavail,belted,no,M,25,1998,1989,unavail,driver,1
10-24,alive,unavail,belted,no,F,23,1998,1989,unavail,pass,3
25-39,alive,unavail,belted,yes,M,23,1998,1982,unavail,driver,1
25-39,alive,unavail,belted,yes,M,34,1998,1982,unavail,pass,1
10-24,alive,avail,belted,yes,M,51,1998,1998,deploy,driver,3
1-9km/h,alive,avail,belted,no,M,33,1998,1998,nodeploy,driver,1
10-24,alive,avail,belted,yes,M,16,1998,1998,nodeploy,driver,0
10-24,alive,avail,belted,yes,F,16,1998,1998,nodeploy,pass,0
25-39,alive,unavail,belted,yes,M,26,1998,1994,unavail,driver,2
55+,dead,unavail,not belted,yes,F,36,1998,1985,unavail,driver,4
55+,alive,unavail,not belted,yes,F,41,1998,1985,unavail,pass,3
25-39,alive,unavail,belted,no,M,27,1998,1984,unavail,driver,3
10-24,alive,avail,belted,yes,F,45,1998,1995,deploy,driver,3
10-24,alive,unavail,belted,yes,F,23,1998,1995,unavail,pass,2
10-24,alive,avail,not belted,yes,F,55,1998,1997,deploy,driver,3
10-24,alive,unavail,not belted,yes,F,47,1998,1986,unavail,driver,3
25-39,alive,avail,belted,no,M,52,1998,1994,deploy,driver,3
10-24,alive,unavail,belted,no,M,42,1998,1988,unavail,driver,3
40-54,alive,avail,belted,yes,F,18,1998,1997,deploy,driver,2
25-39,alive,avail,belted,no,F,24,1998,1995,deploy,driver,3
40-54,alive,avail,not belted,no,F,85,1998,1997,deploy,driver,3
25-39,alive,unavail,not belted,yes,M,31,1998,1985,unavail,driver,2
25-39,alive,unavail,not belted,no,M,32,1998,1988,unavail,driver,3
10-24,alive,avail,belted,yes,M,26,1998,1998,deploy,driver,0
40-54,alive,unavail,not belted,yes,M,22,1998,1989,unavail,driver,3
10-24,alive,avail,belted,yes,F,37,1998,1997,deploy,driver,3
10-24,alive,unavail,belted,yes,M,75,1998,1989,unavail,driver,0
10-24,alive,unavail,not belted,yes,F,75,1998,1989,unavail,pass,1
10-24,alive,avail,belted,no,F,31,1998,1997,nodeploy,driver,1
40-54,dead,unavail,not belted,yes,M,23,1998,1987,unavail,driver,4
10-24,alive,unavail,not belted,yes,M,47,1998,1985,unavail,driver,3
25-39,alive,unavail,belted,yes,F,59,1998,1993,unavail,driver,3
25-39,alive,unavail,belted,yes,M,17,1998,1987,unavail,driver,3
25-39,alive,avail,belted,no,F,34,1998,1995,nodeploy,driver,1
10-24,alive,avail,belted,yes,M,49,1998,1996,deploy,driver,1
10-24,alive,avail,belted,yes,F,44,1998,1996,deploy,pass,1
10-24,alive,avail,not belted,no,M,39,1998,1999,nodeploy,driver,3
10-24,alive,unavail,belted,yes,M,24,1998,1977,unavail,driver,0
10-24,alive,unavail,not belted,yes,M,34,1998,1984,unavail,driver,2
25-39,alive,unavail,not belted,no,F,48,1998,1987,unavail,driver,0
25-39,alive,avail,belted,yes,F,26,1998,1996,deploy,driver,0
10-24,alive,avail,belted,yes,M,20,1998,1998,deploy,driver,0
10-24,alive,avail,belted,yes,M,18,1998,1998,deploy,pass,1
25-39,alive,avail,belted,yes,M,38,1998,1999,deploy,driver,2
40-54,alive,avail,not belted,yes,F,40,1998,1998,deploy,driver,3
25-39,alive,unavail,not belted,yes,M,39,1998,1978,unavail,driver,0
25-39,alive,unavail,not belted,yes,F,31,1998,1978,unavail,pass,3
25-39,alive,unavail,belted,yes,F,17,1998,1988,unavail,driver,3
40-54,alive,unavail,belted,no,F,16,1998,1989,unavail,driver,3
40-54,alive,unavail,belted,no,F,16,1998,1989,unavail,pass,3
25-39,alive,unavail,not belted,yes,M,33,1998,1988,unavail,driver,3
25-39,alive,avail,not belted,no,F,18,1998,1993,deploy,driver,3
25-39,dead,unavail,belted,no,F,18,1998,1993,unavail,pass,3
40-54,alive,avail,belted,yes,M,63,1998,1998,deploy,driver,3
55+,alive,unavail,not belted,yes,M,30,1998,1991,unavail,driver,3
10-24,alive,unavail,belted,yes,M,50,1998,1983,unavail,driver,3
25-39,alive,avail,not belted,yes,F,45,1998,1995,deploy,driver,3
10-24,alive,avail,not belted,no,M,69,1998,1993,nodeploy,driver,3
40-54,alive,unavail,not belted,no,M,74,1998,1984,unavail,driver,3
25-39,alive,unavail,belted,yes,M,26,1998,1995,unavail,driver,0
25-39,alive,unavail,not belted,no,F,17,1998,1989,unavail,driver,3
40-54,alive,avail,not belted,no,M,22,1998,1995,nodeploy,driver,3
40-54,alive,unavail,not belted,yes,M,19,1998,1993,unavail,driver,0
40-54,alive,unavail,not belted,yes,M,20,1998,1993,unavail,pass,3
40-54,alive,unavail,not belted,no,F,36,1998,1987,unavail,driver,3
10-24,alive,avail,not belted,yes,F,25,1998,1995,deploy,driver,3
40-54,alive,unavail,not belted,yes,F,23,1998,1989,unavail,driver,3
55+,alive,avail,belted,yes,F,30,1998,1997,deploy,driver,3
40-54,alive,avail,belted,yes,M,21,1998,1997,deploy,driver,3
25-39,alive,avail,belted,yes,F,43,1998,1997,deploy,driver,3
25-39,alive,avail,not belted,no,F,32,1998,1996,deploy,driver,3
25-39,alive,avail,belted,no,M,66,1998,1996,deploy,pass,3
40-54,alive,unavail,belted,yes,M,20,1998,1994,unavail,driver,3
10-24,alive,unavail,not belted,no,M,21,1998,1993,unavail,driver,0
10-24,alive,unavail,belted,yes,M,24,1998,1987,unavail,driver,0
10-24,alive,unavail,not belted,yes,F,34,1998,1987,unavail,pass,3
10-24,alive,unavail,not belted,yes,M,24,1998,1994,unavail,driver,1
10-24,alive,unavail,not belted,yes,M,38,1998,1985,unavail,driver,0
40-54,alive,unavail,not belted,yes,F,74,1998,1990,unavail,driver,3
55+,alive,unavail,belted,yes,F,17,1998,1988,unavail,driver,3
40-54,alive,unavail,not belted,yes,F,18,1998,1981,unavail,driver,3
40-54,alive,unavail,not belted,yes,M,17,1998,1981,unavail,pass,3
10-24,alive,unavail,not belted,yes,F,26,1998,1983,unavail,driver,3
25-39,alive,avail,belted,yes,M,25,1998,1995,deploy,driver,3
25-39,alive,avail,belted,yes,F,28,1998,1995,deploy,pass,3
25-39,alive,unavail,belted,yes,M,27,1998,1991,unavail,driver,3
10-24,alive,avail,belted,no,F,24,1998,1994,nodeploy,driver,0
10-24,alive,avail,not belted,no,M,23,1998,1994,nodeploy,pass,3
25-39,alive,unavail,not belted,yes,M,46,1998,1993,unavail,driver,0
40-54,alive,avail,belted,yes,M,32,1998,1995,deploy,driver,3
10-24,alive,unavail,not belted,no,F,37,1998,1976,unavail,driver,2
25-39,alive,avail,belted,yes,F,52,1998,1995,deploy,driver,0
10-24,alive,unavail,not belted,yes,F,32,1998,1992,unavail,driver,0
25-39,alive,unavail,belted,no,F,36,1998,1987,unavail,driver,3
25-39,alive,unavail,belted,no,F,16,1998,1987,unavail,pass,3
25-39,alive,avail,belted,yes,M,26,1998,1996,deploy,driver,0
25-39,alive,unavail,belted,no,F,85,1998,1988,unavail,driver,3
10-24,alive,avail,belted,yes,M,20,1998,1997,deploy,driver,3
25-39,alive,unavail,belted,no,M,38,1998,1990,unavail,driver,3
10-24,alive,avail,not belted,no,M,86,1998,1995,nodeploy,driver,3
10-24,alive,unavail,belted,yes,M,45,1998,1987,unavail,driver,1
40-54,alive,avail,belted,yes,M,17,1998,1993,deploy,driver,3
25-39,alive,unavail,belted,yes,M,67,1998,1988,unavail,driver,3
25-39,alive,unavail,belted,yes,F,18,1998,1988,unavail,pass,3
10-24,alive,avail,belted,no,F,24,1998,1996,nodeploy,driver,3
10-24,alive,avail,belted,no,M,21,1998,1996,nodeploy,pass,0
10-24,alive,avail,belted,yes,M,33,1998,1998,deploy,driver,0
10-24,alive,avail,belted,yes,M,35,1998,1998,deploy,pass,3
10-24,alive,avail,belted,no,F,51,1998,1995,nodeploy,driver,3
25-39,alive,unavail,not belted,yes,M,28,1998,1986,unavail,driver,3
25-39,alive,avail,belted,no,F,42,1998,1997,nodeploy,driver,3
25-39,alive,avail,belted,no,F,16,1998,1997,nodeploy,pass,3
10-24,alive,avail,belted,no,M,45,1998,1995,nodeploy,driver,0
25-39,alive,avail,belted,yes,F,20,1998,1996,deploy,driver,3
25-39,alive,avail,belted,yes,M,23,1998,1996,deploy,pass,3
25-39,alive,avail,belted,no,F,23,1998,1996,deploy,driver,3
25-39,alive,avail,belted,no,M,39,1998,1996,deploy,pass,0
25-39,alive,avail,belted,no,F,51,1998,1993,nodeploy,driver,3
25-39,alive,unavail,belted,yes,M,70,1998,1989,unavail,driver,0
10-24,alive,avail,belted,yes,F,18,1998,1996,deploy,driver,3
10-24,alive,unavail,belted,yes,M,23,1998,1987,unavail,driver,0
10-24,alive,unavail,belted,yes,M,24,1998,1987,unavail,pass,0
25-39,alive,avail,not belted,no,F,55,1998,1991,nodeploy,driver,3
40-54,alive,avail,belted,yes,F,27,1998,1997,deploy,driver,3
10-24,alive,unavail,belted,yes,M,41,1998,1989,unavail,driver,0
10-24,alive,avail,not belted,no,F,23,1998,1998,deploy,driver,3
10-24,alive,avail,not belted,no,F,21,1998,1998,deploy,pass,3
10-24,alive,unavail,belted,no,F,55,1998,1990,unavail,driver,3
25-39,alive,avail,belted,yes,M,26,1998,1996,deploy,driver,1
10-24,alive,unavail,belted,no,F,38,1998,1989,unavail,driver,3
10-24,alive,avail,belted,yes,F,21,1998,1996,nodeploy,driver,0
10-24,alive,unavail,belted,yes,F,27,1998,1989,unavail,driver,0
25-39,alive,avail,belted,yes,M,21,1998,1996,deploy,driver,3
25-39,alive,unavail,belted,yes,F,20,1998,1986,unavail,driver,0
25-39,alive,unavail,not belted,yes,M,21,1998,1986,unavail,pass,3
10-24,alive,avail,belted,no,F,19,1998,1997,nodeploy,driver,0
10-24,alive,avail,belted,no,M,18,1998,1997,deploy,driver,0
10-24,alive,avail,not belted,no,M,19,1998,1997,deploy,pass,3
10-24,alive,unavail,belted,yes,M,19,1998,1992,unavail,driver,0
10-24,alive,avail,belted,yes,F,50,1998,1998,deploy,driver,3
25-39,dead,unavail,not belted,no,M,19,1998,1982,unavail,driver,4
1-9km/h,alive,unavail,belted,no,M,51,1998,1994,unavail,driver,0
1-9km/h,alive,unavail,not belted,no,M,27,1998,1994,unavail,pass,3
10-24,alive,avail,belted,yes,F,59,1998,1990,deploy,driver,2
10-24,alive,avail,belted,yes,F,81,1998,1992,deploy,driver,0
10-24,alive,unavail,not belted,yes,M,88,1998,1992,unavail,pass,3
10-24,alive,unavail,belted,no,M,25,1998,1986,unavail,driver,0
25-39,alive,unavail,belted,no,M,49,1998,1993,unavail,driver,3
25-39,alive,unavail,belted,no,F,42,1998,1993,unavail,pass,3
25-39,alive,unavail,belted,yes,M,22,1998,1981,unavail,driver,0
10-24,alive,avail,belted,yes,F,20,1998,1997,nodeploy,driver,3
10-24,alive,unavail,belted,yes,M,41,1998,1990,unavail,driver,0
1-9km/h,alive,unavail,belted,no,M,68,1998,1987,unavail,driver,3
10-24,alive,avail,belted,yes,M,20,1998,1997,deploy,driver,0
25-39,alive,avail,belted,no,F,33,1998,1997,deploy,driver,3
40-54,alive,unavail,not belted,yes,M,47,1998,1979,unavail,driver,3
25-39,alive,unavail,not belted,yes,M,34,1998,1986,unavail,driver,3
25-39,alive,avail,not belted,no,F,66,1998,1995,nodeploy,driver,3
25-39,alive,avail,belted,no,F,28,1998,1998,nodeploy,driver,0
40-54,alive,unavail,not belted,yes,M,23,1998,1988,unavail,driver,3
10-24,alive,avail,belted,yes,F,70,1998,1997,deploy,driver,2
10-24,alive,avail,belted,yes,F,83,1998,1997,deploy,pass,3
10-24,alive,avail,not belted,yes,M,22,1998,1998,deploy,driver,0
25-39,alive,unavail,belted,yes,F,37,1998,1991,unavail,driver,3
25-39,alive,unavail,belted,yes,M,44,1998,1991,unavail,pass,3
10-24,alive,unavail,belted,no,F,32,1998,1991,unavail,driver,0
10-24,alive,unavail,not belted,no,F,32,1998,1991,unavail,pass,3
10-24,alive,unavail,belted,yes,M,30,1998,1994,unavail,driver,0
10-24,alive,unavail,belted,yes,F,27,1998,1994,unavail,pass,3
10-24,alive,unavail,not belted,yes,M,23,1998,1985,unavail,driver,0
10-24,alive,unavail,not belted,yes,M,25,1998,1985,unavail,pass,3
10-24,alive,avail,belted,no,F,26,1998,1996,nodeploy,driver,1
10-24,alive,avail,belted,yes,F,56,1998,1997,deploy,driver,3
25-39,alive,avail,belted,yes,M,23,1998,1996,deploy,driver,3
10-24,alive,unavail,not belted,yes,M,16,1998,1985,unavail,driver,0
10-24,alive,avail,not belted,no,F,20,1998,1995,nodeploy,driver,3
40-54,alive,unavail,belted,no,M,35,1998,1987,unavail,driver,1
40-54,alive,unavail,not belted,no,F,42,1998,1987,unavail,pass,3
40-54,alive,avail,belted,yes,F,48,1998,1996,deploy,driver,0
40-54,alive,unavail,not belted,yes,M,41,1998,1992,unavail,driver,3
40-54,alive,unavail,belted,yes,M,45,1998,1990,unavail,driver,3
40-54,alive,unavail,belted,yes,F,84,1998,1990,unavail,pass,3
25-39,alive,unavail,belted,no,F,18,1998,1993,unavail,driver,3
10-24,alive,avail,not belted,yes,M,24,1998,1997,deploy,driver,3
10-24,alive,avail,not belted,yes,F,18,1998,1997,deploy,pass,3
25-39,alive,unavail,belted,no,M,25,1998,1983,unavail,driver,0
10-24,alive,unavail,belted,yes,F,53,1998,1984,unavail,driver,3
10-24,alive,avail,belted,yes,F,16,1998,1998,nodeploy,driver,0
10-24,alive,avail,belted,yes,M,16,1998,1998,nodeploy,pass,0
25-39,alive,unavail,belted,no,M,39,1998,1989,unavail,driver,3
10-24,alive,unavail,belted,yes,M,39,1998,1989,unavail,driver,0
10-24,alive,unavail,belted,yes,M,25,1998,1989,unavail,pass,0
55+,alive,unavail,not belted,yes,M,56,1998,1987,unavail,driver,3
10-24,alive,unavail,belted,yes,M,47,1998,1993,unavail,driver,0
10-24,alive,unavail,not belted,no,M,47,1998,1989,unavail,driver,3
40-54,alive,avail,not belted,yes,M,16,1998,1995,deploy,driver,0
40-54,alive,avail,not belted,yes,M,16,1998,1995,deploy,pass,0
25-39,alive,unavail,belted,yes,M,31,1998,1990,unavail,driver,0
25-39,alive,unavail,not belted,yes,M,32,1998,1990,unavail,pass,3
55+,dead,unavail,not belted,yes,M,26,1998,1991,unavail,driver,4
55+,alive,unavail,not belted,yes,M,19,1998,1991,unavail,pass,3
40-54,alive,avail,not belted,yes,F,65,1998,1995,deploy,driver,3
40-54,alive,avail,belted,yes,M,69,1998,1995,deploy,pass,3
40-54,alive,avail,belted,yes,M,30,1998,1998,deploy,driver,1
40-54,alive,avail,not belted,yes,M,34,1998,1998,nodeploy,pass,3
55+,alive,avail,not belted,no,F,18,1998,1997,deploy,driver,3
10-24,alive,unavail,not belted,no,M,38,1998,1993,unavail,driver,0
25-39,alive,unavail,not belted,yes,M,28,1998,1989,unavail,driver,3
40-54,alive,avail,not belted,yes,M,30,1998,1998,deploy,driver,3
10-24,alive,avail,belted,yes,M,20,1998,1998,deploy,driver,0
40-54,alive,avail,not belted,yes,M,20,1998,1998,deploy,driver,2
55+,alive,avail,not belted,yes,F,28,1998,1997,deploy,driver,3
10-24,alive,unavail,belted,yes,M,47,1998,1995,unavail,driver,0
10-24,alive,unavail,belted,no,F,19,1998,1987,unavail,driver,1
10-24,alive,unavail,belted,no,M,25,1998,1987,unavail,pass,1
55+,dead,unavail,not belted,yes,M,19,1998,1988,unavail,driver,4
55+,alive,unavail,belted,yes,M,18,1998,1988,unavail,pass,2
10-24,alive,avail,belted,no,M,21,1998,1995,nodeploy,driver,1
